raceId,year,round,circuitId,name,date,time,url,date_parsed
892,2013,12,14,italian grand prix,2013-09-08,12:00:00,http://en.wikipedia.org/wiki/2013_italian_grand_prix,2013-09-08
893,2013,13,15,singapore grand prix,2013-09-22,12:00:00,http://en.wikipedia.org/wiki/2013_singapore_grand_prix,2013-09-22
894,2013,14,35,korean grand prix,2013-10-06,06:00:00,http://en.wikipedia.org/wiki/2013_korean_grand_prix,2013-10-06
895,2013,15,22,japanese grand prix,2013-10-13,06:00:00,http://en.wikipedia.org/wiki/2013_japanese_grand_prix,2013-10-13
896,2013,16,68,indian grand prix,2013-10-27,09:30:00,http://en.wikipedia.org/wiki/2013_indian_grand_prix,2013-10-27
897,2013,17,24,abu dhabi grand prix,2013-11-03,13:00:00,http://en.wikipedia.org/wiki/2013_abu_dhabi_grand_prix,2013-11-03
898,2013,18,69,united states grand prix,2013-11-17,19:00:00,http://en.wikipedia.org/wiki/2013_united_states_grand_prix,2013-11-17
899,2013,19,18,brazilian grand prix,2013-11-24,16:00:00,http://en.wikipedia.org/wiki/2013_brazilian_grand_prix,2013-11-24
900,2014,1,1,australian grand prix,2014-03-16,06:00:00,https://en.wikipedia.org/wiki/2014_australian_grand_prix,2014-03-16
901,2014,2,2,malaysian grand prix,2014-03-30,08:00:00,https://en.wikipedia.org/wiki/2014_malaysian_grand_prix,2014-03-30
902,2014,3,3,bahrain grand prix,2014-04-06,15:00:00,http://en.wikipedia.org/wiki/2014_bahrain_grand_prix,2014-04-06
903,2014,4,17,chinese grand prix,2014-04-20,07:00:00,http://en.wikipedia.org/wiki/2014_chinese_grand_prix,2014-04-20
904,2014,5,4,spanish grand prix,2014-05-11,12:00:00,http://en.wikipedia.org/wiki/2014_spanish_grand_prix,2014-05-11
905,2014,6,6,monaco grand prix,2014-05-25,12:00:00,http://en.wikipedia.org/wiki/2014_monaco_grand_prix,2014-05-25
906,2014,7,7,canadian grand prix,2014-06-08,18:00:00,http://en.wikipedia.org/wiki/2014_canadian_grand_prix,2014-06-08
907,2014,8,70,austrian grand prix,2014-06-22,12:00:00,http://en.wikipedia.org/wiki/2014_austrian_grand_prix,2014-06-22
908,2014,9,9,british grand prix,2014-07-06,12:00:00,http://en.wikipedia.org/wiki/2014_british_grand_prix,2014-07-06
909,2014,10,10,german grand prix,2014-07-20,12:00:00,http://en.wikipedia.org/wiki/2014_german_grand_prixs,2014-07-20
910,2014,11,11,hungarian grand prix,2014-07-27,12:00:00,http://en.wikipedia.org/wiki/2014_hungarian_grand_prix,2014-07-27
911,2014,12,13,belgian grand prix,2014-08-24,12:00:00,http://en.wikipedia.org/wiki/2014_belgian_grand_prix,2014-08-24
912,2014,13,14,italian grand prix,2014-09-07,12:00:00,http://en.wikipedia.org/wiki/2014_italian_grand_prix,2014-09-07
913,2014,14,15,singapore grand prix,2014-09-21,12:00:00,http://en.wikipedia.org/wiki/2014_singapore_grand_prix,2014-09-21
914,2014,15,22,japanese grand prix,2014-10-05,06:00:00,http://en.wikipedia.org/wiki/2014_japanese_grand_prix,2014-10-05
915,2014,16,71,russian grand prix,2014-10-12,11:00:00,http://en.wikipedia.org/wiki/2014_russian_grand_prix,2014-10-12
916,2014,17,69,united states grand prix,2014-11-02,20:00:00,http://en.wikipedia.org/wiki/2014_united_states_grand_prix,2014-11-02
917,2014,18,18,brazilian grand prix,2014-11-09,16:00:00,http://en.wikipedia.org/wiki/2014_brazilian_grand_prix,2014-11-09
918,2014,19,24,abu dhabi grand prix,2014-11-23,13:00:00,http://en.wikipedia.org/wiki/2014_abu_dhabi_grand_prix,2014-11-23
931,2015,6,6,monaco grand prix,2015-05-24,12:00:00,http://en.wikipedia.org/wiki/2015_monaco_grand_prix,2015-05-24
932,2015,7,7,canadian grand prix,2015-06-07,18:00:00,http://en.wikipedia.org/wiki/2015_canadian_grand_prix,2015-06-07
929,2015,4,3,bahrain grand prix,2015-04-19,15:00:00,http://en.wikipedia.org/wiki/2015_bahrain_grand_prix,2015-04-19
930,2015,5,4,spanish grand prix,2015-05-10,12:00:00,http://en.wikipedia.org/wiki/2015_spanish_grand_prix,2015-05-10
928,2015,3,17,chinese grand prix,2015-04-12,06:00:00,http://en.wikipedia.org/wiki/2015_chinese_grand_prix,2015-04-12
926,2015,1,1,australian grand prix,2015-03-15,05:00:00,http://en.wikipedia.org/wiki/2015_australian_grand_prix,2015-03-15
927,2015,2,2,malaysian grand prix,2015-03-29,07:00:00,http://en.wikipedia.org/wiki/2015_malaysian_grand_prix,2015-03-29
933,2015,8,70,austrian grand prix,2015-06-21,12:00:00,http://en.wikipedia.org/wiki/2015_austrian_grand_prix,2015-06-21
934,2015,9,9,british grand prix,2015-07-05,12:00:00,http://en.wikipedia.org/wiki/2015_british_grand_prix,2015-07-05
936,2015,10,11,hungarian grand prix,2015-07-26,12:00:00,http://en.wikipedia.org/wiki/2015_hungarian_grand_prix,2015-07-26
937,2015,11,13,belgian grand prix,2015-08-23,12:00:00,http://en.wikipedia.org/wiki/2015_belgian_grand_prix,2015-08-23
938,2015,12,14,italian grand prix,2015-09-06,12:00:00,http://en.wikipedia.org/wiki/2015_italian_grand_prix,2015-09-06
939,2015,13,15,singapore grand prix,2015-09-20,12:00:00,https://en.wikipedia.org/wiki/2015_singapore_grand_prix,2015-09-20
940,2015,14,22,japanese grand prix,2015-09-27,05:00:00,https://en.wikipedia.org/wiki/2015_japanese_grand_prix,2015-09-27
941,2015,15,71,russian grand prix,2015-10-11,11:00:00,https://en.wikipedia.org/wiki/2015_russian_grand_prix,2015-10-11
942,2015,16,69,united states grand prix,2015-10-25,19:00:00,https://en.wikipedia.org/wiki/2015_united_states_grand_prix,2015-10-25
943,2015,17,32,mexican grand prix,2015-11-01,19:00:00,https://en.wikipedia.org/wiki/2015_mexican_grand_prix,2015-11-01
944,2015,18,18,brazilian grand prix,2015-11-15,16:00:00,https://en.wikipedia.org/wiki/2015_brazilian_grand_prix,2015-11-15
945,2015,19,24,abu dhabi grand prix,2015-11-29,13:00:00,https://en.wikipedia.org/wiki/2015_abu_dhabi_grand_prix,2015-11-29
948,2016,1,1,australian grand prix,2016-03-20,05:00:00,https://en.wikipedia.org/wiki/2016_australian_grand_prix,2016-03-20
949,2016,2,3,bahrain grand prix,2016-04-03,15:00:00,https://en.wikipedia.org/wiki/2016_bahrain_grand_prix,2016-04-03
950,2016,3,17,chinese grand prix,2016-04-17,06:00:00,https://en.wikipedia.org/wiki/2016_chinese_grand_prix,2016-04-17
951,2016,4,71,russian grand prix,2016-05-01,12:00:00,https://en.wikipedia.org/wiki/2016_russian_grand_prix,2016-05-01
952,2016,5,4,spanish grand prix,2016-05-15,12:00:00,https://en.wikipedia.org/wiki/2016_spanish_grand_prix,2016-05-15
953,2016,6,6,monaco grand prix,2016-05-29,12:00:00,https://en.wikipedia.org/wiki/2016_monaco_grand_prix,2016-05-29
954,2016,7,7,canadian grand prix,2016-06-12,18:00:00,https://en.wikipedia.org/wiki/2016_canadian_grand_prix,2016-06-12
955,2016,8,73,european grand prix,2016-06-19,13:00:00,https://en.wikipedia.org/wiki/2016_european_grand_prix,2016-06-19
956,2016,9,70,austrian grand prix,2016-07-03,12:00:00,https://en.wikipedia.org/wiki/2016_austrian_grand_prix,2016-07-03
957,2016,10,9,british grand prix,2016-07-10,12:00:00,https://en.wikipedia.org/wiki/2016_british_grand_prix,2016-07-10
958,2016,11,11,hungarian grand prix,2016-07-24,12:00:00,https://en.wikipedia.org/wiki/2016_hungarian_grand_prix,2016-07-24
959,2016,12,10,german grand prix,2016-07-31,12:00:00,https://en.wikipedia.org/wiki/2016_german_grand_prix,2016-07-31
960,2016,13,13,belgian grand prix,2016-08-28,12:00:00,https://en.wikipedia.org/wiki/2016_belgian_grand_prix,2016-08-28
961,2016,14,14,italian grand prix,2016-09-04,12:00:00,https://en.wikipedia.org/wiki/2016_italian_grand_prix,2016-09-04
962,2016,15,15,singapore grand prix,2016-09-18,12:00:00,https://en.wikipedia.org/wiki/2016_singapore_grand_prix,2016-09-18
963,2016,16,2,malaysian grand prix,2016-10-02,07:00:00,https://en.wikipedia.org/wiki/2016_malaysian_grand_prix,2016-10-02
964,2016,17,22,japanese grand prix,2016-10-09,05:00:00,https://en.wikipedia.org/wiki/2016_japanese_grand_prix,2016-10-09
965,2016,18,69,united states grand prix,2016-10-23,19:00:00,https://en.wikipedia.org/wiki/2016_united_states_grand_prix,2016-10-23
966,2016,19,32,mexican grand prix,2016-10-30,19:00:00,https://en.wikipedia.org/wiki/2016_mexican_grand_prix,2016-10-30
967,2016,20,18,brazilian grand prix,2016-11-13,16:00:00,https://en.wikipedia.org/wiki/2016_brazilian_grand_prix,2016-11-13
968,2016,21,24,abu dhabi grand prix,2016-11-27,13:00:00,https://en.wikipedia.org/wiki/2016_abu_dhabi_grand_prix,2016-11-27
969,2017,1,1,australian grand prix,2017-03-26,05:00:00,https://en.wikipedia.org/wiki/2017_australian_grand_prix,2017-03-26
970,2017,2,17,chinese grand prix,2017-04-09,06:00:00,https://en.wikipedia.org/wiki/2017_chinese_grand_prix,2017-04-09
971,2017,3,3,bahrain grand prix,2017-04-16,15:00:00,https://en.wikipedia.org/wiki/2017_bahrain_grand_prix,2017-04-16
972,2017,4,71,russian grand prix,2017-04-30,12:00:00,https://en.wikipedia.org/wiki/2017_russian_grand_prix,2017-04-30
973,2017,5,4,spanish grand prix,2017-05-14,12:00:00,https://en.wikipedia.org/wiki/2017_spanish_grand_prix,2017-05-14
974,2017,6,6,monaco grand prix,2017-05-28,12:00:00,https://en.wikipedia.org/wiki/2017_monaco_grand_prix,2017-05-28
975,2017,7,7,canadian grand prix,2017-06-11,18:00:00,https://en.wikipedia.org/wiki/2017_canadian_grand_prix,2017-06-11
976,2017,8,73,azerbaijan grand prix,2017-06-25,13:00:00,https://en.wikipedia.org/wiki/2017_azerbaijan_grand_prix,2017-06-25
977,2017,9,70,austrian grand prix,2017-07-09,12:00:00,https://en.wikipedia.org/wiki/2017_austrian_grand_prix,2017-07-09
978,2017,10,9,british grand prix,2017-07-16,12:00:00,https://en.wikipedia.org/wiki/2017_british_grand_prix,2017-07-16
979,2017,11,11,hungarian grand prix,2017-07-30,12:00:00,https://en.wikipedia.org/wiki/2017_hungarian_grand_prix,2017-07-30
980,2017,12,13,belgian grand prix,2017-08-27,12:00:00,https://en.wikipedia.org/wiki/2017_belgian_grand_prix,2017-08-27
981,2017,13,14,italian grand prix,2017-09-03,12:00:00,https://en.wikipedia.org/wiki/2017_italian_grand_prix,2017-09-03
982,2017,14,15,singapore grand prix,2017-09-17,12:00:00,https://en.wikipedia.org/wiki/2017_singapore_grand_prix,2017-09-17
983,2017,15,2,malaysian grand prix,2017-10-01,07:00:00,https://en.wikipedia.org/wiki/2017_malaysian_grand_prix,2017-10-01
984,2017,16,22,japanese grand prix,2017-10-08,05:00:00,https://en.wikipedia.org/wiki/2017_japanese_grand_prix,2017-10-08
985,2017,17,69,united states grand prix,2017-10-22,19:00:00,https://en.wikipedia.org/wiki/2017_united_states_grand_prix,2017-10-22
986,2017,18,32,mexican grand prix,2017-10-29,19:00:00,https://en.wikipedia.org/wiki/2017_mexican_grand_prix,2017-10-29
987,2017,19,18,brazilian grand prix,2017-11-12,16:00:00,https://en.wikipedia.org/wiki/2017_brazilian_grand_prix,2017-11-12
988,2017,20,24,abu dhabi grand prix,2017-11-26,13:00:00,https://en.wikipedia.org/wiki/2017_abu_dhabi_grand_prix,2017-11-26
989,2018,1,1,australian grand prix,2018-03-25,05:10:00,https://en.wikipedia.org/wiki/2018_australian_grand_prix,2018-03-25
990,2018,2,3,bahrain grand prix,2018-04-08,15:10:00,https://en.wikipedia.org/wiki/2018_bahrain_grand_prix,2018-04-08
991,2018,3,17,chinese grand prix,2018-04-15,06:10:00,https://en.wikipedia.org/wiki/2018_chinese_grand_prix,2018-04-15
992,2018,4,73,azerbaijan grand prix,2018-04-29,12:10:00,https://en.wikipedia.org/wiki/2018_azerbaijan_grand_prix,2018-04-29
993,2018,5,4,spanish grand prix,2018-05-13,13:10:00,https://en.wikipedia.org/wiki/2018_spanish_grand_prix,2018-05-13
994,2018,6,6,monaco grand prix,2018-05-27,13:10:00,https://en.wikipedia.org/wiki/2018_monaco_grand_prix,2018-05-27
995,2018,7,7,canadian grand prix,2018-06-10,18:10:00,https://en.wikipedia.org/wiki/2018_canadian_grand_prix,2018-06-10
996,2018,8,34,french grand prix,2018-06-24,14:10:00,https://en.wikipedia.org/wiki/2018_french_grand_prix,2018-06-24
997,2018,9,70,austrian grand prix,2018-07-01,13:10:00,https://en.wikipedia.org/wiki/2018_austrian_grand_prix,2018-07-01
998,2018,10,9,british grand prix,2018-07-08,13:10:00,https://en.wikipedia.org/wiki/2018_british_grand_prix,2018-07-08
999,2018,11,10,german grand prix,2018-07-22,13:10:00,https://en.wikipedia.org/wiki/2018_german_grand_prix,2018-07-22
1000,2018,12,11,hungarian grand prix,2018-07-29,13:10:00,https://en.wikipedia.org/wiki/2018_hungarian_grand_prix,2018-07-29
1001,2018,13,13,belgian grand prix,2018-08-26,13:10:00,https://en.wikipedia.org/wiki/2018_belgian_grand_prix,2018-08-26
1002,2018,14,14,italian grand prix,2018-09-02,13:10:00,https://en.wikipedia.org/wiki/2018_italian_grand_prix,2018-09-02
1003,2018,15,15,singapore grand prix,2018-09-16,12:10:00,https://en.wikipedia.org/wiki/2018_singapore_grand_prix,2018-09-16
1004,2018,16,71,russian grand prix,2018-09-30,11:10:00,https://en.wikipedia.org/wiki/2018_russian_grand_prix,2018-09-30
1005,2018,17,22,japanese grand prix,2018-10-07,05:10:00,https://en.wikipedia.org/wiki/2018_japanese_grand_prix,2018-10-07
1006,2018,18,69,united states grand prix,2018-10-21,18:10:00,https://en.wikipedia.org/wiki/2018_united_states_grand_prix,2018-10-21
1007,2018,19,32,mexican grand prix,2018-10-28,19:10:00,https://en.wikipedia.org/wiki/2018_mexican_grand_prix,2018-10-28
1008,2018,20,18,brazilian grand prix,2018-11-11,17:10:00,https://en.wikipedia.org/wiki/2018_brazilian_grand_prix,2018-11-11
1009,2018,21,24,abu dhabi grand prix,2018-11-25,13:10:00,https://en.wikipedia.org/wiki/2018_abu_dhabi_grand_prix,2018-11-25
1010,2019,1,1,australian grand prix,2019-03-17,05:10:00,https://en.wikipedia.org/wiki/2019_australian_grand_prix,2019-03-17
1011,2019,2,3,bahrain grand prix,2019-03-31,15:10:00,https://en.wikipedia.org/wiki/2019_bahrain_grand_prix,2019-03-31
1012,2019,3,17,chinese grand prix,2019-04-14,06:10:00,https://en.wikipedia.org/wiki/2019_chinese_grand_prix,2019-04-14
1013,2019,4,73,azerbaijan grand prix,2019-04-28,12:10:00,https://en.wikipedia.org/wiki/2019_azerbaijan_grand_prix,2019-04-28
1014,2019,5,4,spanish grand prix,2019-05-12,13:10:00,https://en.wikipedia.org/wiki/2019_spanish_grand_prix,2019-05-12
1015,2019,6,6,monaco grand prix,2019-05-26,13:10:00,https://en.wikipedia.org/wiki/2019_monaco_grand_prix,2019-05-26
1016,2019,7,7,canadian grand prix,2019-06-09,18:10:00,https://en.wikipedia.org/wiki/2019_canadian_grand_prix,2019-06-09
1017,2019,8,34,french grand prix,2019-06-23,13:10:00,https://en.wikipedia.org/wiki/2019_french_grand_prix,2019-06-23
1018,2019,9,70,austrian grand prix,2019-06-30,13:10:00,https://en.wikipedia.org/wiki/2019_austrian_grand_prix,2019-06-30
1019,2019,10,9,british grand prix,2019-07-14,13:10:00,https://en.wikipedia.org/wiki/2019_british_grand_prix,2019-07-14
1020,2019,11,10,german grand prix,2019-07-28,13:10:00,https://en.wikipedia.org/wiki/2019_german_grand_prix,2019-07-28
1021,2019,12,11,hungarian grand prix,2019-08-04,13:10:00,https://en.wikipedia.org/wiki/2019_hungarian_grand_prix,2019-08-04
1022,2019,13,13,belgian grand prix,2019-09-01,13:10:00,https://en.wikipedia.org/wiki/2019_belgian_grand_prix,2019-09-01
1023,2019,14,14,italian grand prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_italian_grand_prix,2019-09-08
1024,2019,15,15,singapore grand prix,2019-09-22,12:10:00,https://en.wikipedia.org/wiki/2019_singapore_grand_prix,2019-09-22
1025,2019,16,71,russian grand prix,2019-09-29,11:10:00,https://en.wikipedia.org/wiki/2019_russian_grand_prix,2019-09-29
1026,2019,17,22,japanese grand prix,2019-10-13,05:10:00,https://en.wikipedia.org/wiki/2019_japanese_grand_prix,2019-10-13
1027,2019,18,32,mexican grand prix,2019-10-27,19:10:00,https://en.wikipedia.org/wiki/2019_mexican_grand_prix,2019-10-27
1028,2019,19,69,united states grand prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_united_states_grand_prix,2019-11-03
1029,2019,20,18,brazilian grand prix,2019-11-17,17:10:00,https://en.wikipedia.org/wiki/2019_brazilian_grand_prix,2019-11-17
1030,2019,21,24,abu dhabi grand prix,2019-12-01,13:10:00,https://en.wikipedia.org/wiki/2019_abu_dhabi_grand_prix,2019-12-01
1031,2020,1,70,austrian grand prix,2020-07-05,13:10:00,https://en.wikipedia.org/wiki/2020_austrian_grand_prix,2020-07-05
1032,2020,2,70,styrian grand prix,2020-07-12,13:10:00,https://en.wikipedia.org/wiki/2020_styrian_grand_prix,2020-07-12
1033,2020,3,11,hungarian grand prix,2020-07-19,13:10:00,https://en.wikipedia.org/wiki/2020_hungarian_grand_prix,2020-07-19
1034,2020,4,9,british grand prix,2020-08-02,13:10:00,https://en.wikipedia.org/wiki/2020_british_grand_prix,2020-08-02
1035,2020,5,9,70th anniversary grand prix,2020-08-09,13:10:00,https://en.wikipedia.org/wiki/70th_anniversary_grand_prix,2020-08-09
1036,2020,6,4,spanish grand prix,2020-08-16,13:10:00,https://en.wikipedia.org/wiki/2020_spanish_grand_prix,2020-08-16
1037,2020,7,13,belgian grand prix,2020-08-30,13:10:00,https://en.wikipedia.org/wiki/2020_belgian_grand_prix,2020-08-30
1038,2020,8,14,italian grand prix,2020-09-06,13:10:00,https://en.wikipedia.org/wiki/2020_italian_grand_prix,2020-09-06
1039,2020,9,76,tuscan grand prix,2020-09-13,13:10:00,https://en.wikipedia.org/wiki/2020_tuscan_grand_prix,2020-09-13
1040,2020,10,71,russian grand prix,2020-09-27,11:10:00,https://en.wikipedia.org/wiki/2020_russian_grand_prix,2020-09-27
1041,2020,11,20,eifel grand prix,2020-10-11,13:10:00,https://en.wikipedia.org/wiki/2020_eifel_grand_prix,2020-10-11
1042,2020,12,75,portuguese grand prix,2020-10-25,12:10:00,https://en.wikipedia.org/wiki/2020_portuguese_grand_prix,2020-10-25
1043,2020,13,21,emilia romagna grand prix,2020-11-01,12:10:00,https://en.wikipedia.org/wiki/2020_emilia_romagna_grand_prix,2020-11-01
1044,2020,14,5,turkish grand prix,2020-11-15,10:10:00,https://en.wikipedia.org/wiki/2020_turkish_grand_prix,2020-11-15
1045,2020,15,3,bahrain grand prix,2020-11-29,14:10:00,https://en.wikipedia.org/wiki/2020_bahrain_grand_prix,2020-11-29
1046,2020,16,3,sakhir grand prix,2020-12-06,17:10:00,https://en.wikipedia.org/wiki/2020_sakhir_grand_prix,2020-12-06
1047,2020,17,24,abu dhabi grand prix,2020-12-13,13:10:00,https://en.wikipedia.org/wiki/2020_abu_dhabi_grand_prix,2020-12-13
1053,2021,2,21,emilia romagna grand prix,2021-04-18,13:00:00,http://en.wikipedia.org/wiki/2021_emilia_romagna_grand_prix,2021-04-18
1052,2021,1,3,bahrain grand prix,2021-03-28,15:00:00,http://en.wikipedia.org/wiki/2021_bahrain_grand_prix,2021-03-28
1051,2021,21,1,australian grand prix,2021-11-21,06:00:00,http://en.wikipedia.org/wiki/2021_australian_grand_prix,2021-11-21
1054,2021,3,20,tbc,2021-05-02,\N,http://en.wikipedia.org/wiki/2021_formula_one_world_championship,2021-05-02
1055,2021,4,4,spanish grand prix,2021-05-09,13:00:00,http://en.wikipedia.org/wiki/2021_spanish_grand_prix,2021-05-09
1056,2021,5,6,monaco grand prix,2021-05-23,13:00:00,http://en.wikipedia.org/wiki/2021_monaco_grand_prix,2021-05-23
1057,2021,6,73,azerbaijan grand prix,2021-06-06,12:00:00,http://en.wikipedia.org/wiki/2021_azerbaijan_grand_prix,2021-06-06
1058,2021,7,7,canadian grand prix,2021-06-13,18:00:00,http://en.wikipedia.org/wiki/2021_canadian_grand_prix,2021-06-13
1059,2021,8,34,french grand prix,2021-06-27,13:00:00,http://en.wikipedia.org/wiki/2021_french_grand_prix,2021-06-27
1060,2021,9,70,austrian grand prix,2021-07-04,13:00:00,http://en.wikipedia.org/wiki/2021_austrian_grand_prix,2021-07-04
1061,2021,10,9,british grand prix,2021-07-18,14:00:00,http://en.wikipedia.org/wiki/2021_british_grand_prix,2021-07-18
1062,2021,11,11,hungarian grand prix,2021-08-01,13:00:00,http://en.wikipedia.org/wiki/2021_hungarian_grand_prix,2021-08-01
1063,2021,12,13,belgian grand prix,2021-08-29,13:00:00,http://en.wikipedia.org/wiki/2021_belgian_grand_prix,2021-08-29
1064,2021,13,39,dutch grand prix,2021-09-05,13:00:00,http://en.wikipedia.org/wiki/2021_dutch_grand_prix,2021-09-05
1065,2021,14,14,italian grand prix,2021-09-12,13:00:00,http://en.wikipedia.org/wiki/2021_italiian_grand_prix,2021-09-12
1066,2021,15,71,russian grand prix,2021-09-26,12:00:00,http://en.wikipedia.org/wiki/2021_russian_grand_prix,2021-09-26
1067,2021,16,15,singapore grand prix,2021-10-03,12:00:00,http://en.wikipedia.org/wiki/2021_singapore_grand_prix,2021-10-03
1068,2021,17,22,japanese grand prix,2021-10-10,05:00:00,http://en.wikipedia.org/wiki/2021_japanese_grand_prix,2021-10-10
1069,2021,18,69,united states grand prix,2021-10-24,19:00:00,http://en.wikipedia.org/wiki/2021_united_states_grand_prix,2021-10-24
1070,2021,19,32,mexico city grand prix,2021-10-31,19:00:00,http://en.wikipedia.org/wiki/2021_mexican_grand_prix,2021-10-31
1071,2021,20,18,brazilian grand prix,2021-11-07,17:00:00,http://en.wikipedia.org/wiki/2021_brazilian_grand_prix,2021-11-07
1072,2021,22,77,saudi arabian grand prix,2021-12-05,16:00:00,http://en.wikipedia.org/wiki/2021_saudi_arabian_grand_prix,2021-12-05
1073,2021,23,24,abu dhabi grand prix,2021-12-12,13:00:00,http://en.wikipedia.org/wiki/2021_abu_dhabi_grand_prix,2021-12-12
